Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Little Portugal,43.6475359304,-79.4303227131,Imanishi Japanese Kitchen,43.649545622254195,-79.42655051598773,Japanese Restaurant
Little Portugal,43.6475359304,-79.4303227131,Mezu,43.649432,-79.427925,Korean Restaurant
Little Portugal,43.6475359304,-79.4303227131,Uncle Mikey's,43.64981738841562,-79.43489134311676,Korean Restaurant
Little Portugal,43.6475359304,-79.4303227131,Pho Phuong,43.64986318779196,-79.43520391242026,Vietnamese Restaurant
Long Branch,43.592361688500006,-79.5333454492,My Thai By The Lake,43.594055,-79.534321,Thai Restaurant
Long Branch,43.592361688500006,-79.5333454492,Khao Gaeng,43.59411,-79.53459,Asian Restaurant
Long Branch,43.592361688500006,-79.5333454492,Dish It Out,43.594573,-79.532776,Thai Restaurant
Malvern,43.8036581967,-79.22251661899999,Panda Chinese,43.80614897364144,-79.22238412007329,Chinese Restaurant
Malvern,43.8036581967,-79.22251661899999,Hong Food,43.80657502776566,-79.22264849544543,Chinese Restaurant
Maple Leaf,43.7155739408,-79.48075801739999,Lucky Dragon Chinese Food,43.71946280250894,-79.48075509183974,Chinese Restaurant
Milliken,43.8206907942,-79.2750089244,Mr. Sushi,43.8216,-79.280989,Sushi Restaurant
Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Nobuya,43.614616,-79.49725,Japanese Restaurant
Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Royork Restaurant,43.61850847319291,-79.49970960617065,Chinese Restaurant
Moss Park,43.6565176231,-79.3672970317,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
Moss Park,43.6565176231,-79.3672970317,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
Moss Park,43.6565176231,-79.3672970317,Oriental Taste,43.655304,-79.365312,Chinese Restaurant
Moss Park,43.6565176231,-79.3672970317,Mengrai Gourmet Thai,43.654102,-79.3668,Thai Restaurant
Moss Park,43.6565176231,-79.3672970317,Lime Sushi,43.655771,-79.363776,Sushi Restaurant
Moss Park,43.6565176231,-79.3672970317,Ueno Sushi Deli Cafe,43.65252450879573,-79.36873138132958,Sushi Restaurant
Mount Dennis,43.6881440868,-79.4999890581,Woo Rae Ok,43.690723,-79.499025,Korean Restaurant
Mount Dennis,43.6881440868,-79.4999890581,Pho Asia 39,43.69156172648821,-79.5008511792945,Asian Restaurant
Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,Lucky Star,43.75031236896733,-79.5843853294016,Chinese Restaurant
Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,NORI SUSHI,43.742775,-79.586985,Japanese Restaurant
Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,Govardhan Thali,43.742716,-79.586861,Indian Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,South China Restaurant,43.701899125684406,-79.38764921558948,Chinese Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,Bolan Thai Cuisine,43.706833,-79.3892,Thai Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,The Friendly Thai,43.70149480638715,-79.38726984707223,Asian Restaurant
Mount Pleasant East,43.7048521692,-79.3849239458,Oisie sushi,43.7083013094919,-79.38842444207054,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Kinton Ramen,43.70730228095368,-79.39585408898294,Noodle House
Mount Pleasant West,43.70443517060001,-79.393359554,Lola Sushi,43.70190300051086,-79.39754478712398,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Echo Sushi,43.701276209959566,-79.39719155389227,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Mandarin Buffet,43.705819315936644,-79.39805055425262,Chinese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,TYC by Sanjeev Kapoor (The Yellow Chilli),43.707034,-79.396109,Indian Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Kanda Izakaya,43.703606,-79.397896,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,99 Sushi Japanese and Thai,43.707908,-79.393009,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Bolan Thai Cuisine,43.706833,-79.3892,Thai Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Dee Thai,43.70101,-79.39688,Thai Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Lemongrass,43.70676428467283,-79.39852061676696,Asian Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Teriyaki Experience,43.70674750564024,-79.3985639160824,Japanese Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Bento Sushi,43.70652006905438,-79.39656257629395,Sushi Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Sushi Mori,43.706959,-79.397525,Sushi Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Sushi Shop (Yonge and Eglinton),43.70665681143895,-79.39837535392752,Sushi Restaurant
Mount Pleasant West,43.70443517060001,-79.393359554,Hokkaido Ramen Santouka,43.702137,-79.3972,Ramen Restaurant
New Toronto,43.6005885981,-79.5103580889,Bombay on the Lake,43.600157309834074,-79.50799174394479,Indian Restaurant
New Toronto,43.6005885981,-79.5103580889,Rolls & Chips,43.600667,-79.50562,Japanese Restaurant
New Toronto,43.6005885981,-79.5103580889,Roll & Thai,43.599064,-79.5134,Sushi Restaurant
New Toronto,43.6005885981,-79.5103580889,Sushi4U,43.600690408925864,-79.50559555791278,Sushi Restaurant
New Toronto,43.6005885981,-79.5103580889,Kibo Sushi House,43.60073,-79.505307,Sushi Restaurant
Niagara,43.6366808791,-79.412420401,Thai Room Liberty Village,43.6383287916051,-79.4172222313817,Thai Restaurant
Niagara,43.6366808791,-79.412420401,Maurya East Indian Roti Cuisine,43.63882545197784,-79.41649449465143,Indian Restaurant
Niagara,43.6366808791,-79.412420401,Thai Room,43.6383842712696,-79.4171637665529,Thai Restaurant
Niagara,43.6366808791,-79.412420401,Pepper Ring,43.63836716930268,-79.4172461565724,Asian Restaurant
Niagara,43.6366808791,-79.412420401,Kibo Sushi House,43.638179,-79.417306,Sushi Restaurant
North St.James Town,43.6696234081,-79.3752465775,Tinuno,43.671280602820175,-79.37492016264389,Filipino Restaurant
North St.James Town,43.6696234081,-79.3752465775,Nijo Japanese Restaurant,43.671848798792055,-79.37882430813714,Japanese Restaurant
North St.James Town,43.6696234081,-79.3752465775,Chester Chicken Express,43.671304050270365,-79.37527581145581,Filipino Restaurant
North St.James Town,43.6696234081,-79.3752465775,Seoul Food,43.671971,-79.376812,Korean Restaurant
North St.James Town,43.6696234081,-79.3752465775,Maja Indian Cuisine,43.671986239479516,-79.37868495492565,Indian Restaurant
O'Connor-Parkview,43.7068004906,-79.3122277655,977 Cafe,43.70699928709498,-79.31028642975146,Asian Restaurant
O'Connor-Parkview,43.7068004906,-79.3122277655,Truly India,43.709098074196895,-79.31006669998169,Indian Restaurant
Oakridge,43.6974081338,-79.2797083433,Chopstick Foods,43.693367057146,-79.27997834306485,Chinese Restaurant
Oakwood Village,43.6885655593,-79.4397854793,Monami 153 Sushi,43.68753999230954,-79.43888263723545,Japanese Restaurant
Old East York,43.696781271199995,-79.3354883594,Sushi Bay,43.696798,-79.329345,Japanese Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Skippa,43.65869770122747,-79.42278385162354,Japanese Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Madras Masala,43.66295850876209,-79.42164609753584,Indian Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Kasai Grill House,43.655046185646796,-79.41610841087773,Korean Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Sit in Bangkok,43.655205,-79.418472,Thai Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Sushi Bon,43.65520663263316,-79.41750219443709,Sushi Restaurant
Palmerston-Little Italy,43.6591571037,-79.41840872739999,Sushi Q,43.655128,-79.418054,Sushi Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Sher-E-Punjab,43.67730788939673,-79.35306551709385,Indian Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Sushi Friends,43.67761413097764,-79.35164084535384,Japanese Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Mong-Kut Thai Gold,43.67792561086909,-79.35001826864205,Thai Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Casa Sushi,43.67790730577114,-79.35006131363478,Sushi Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Green Basil,43.67731523548555,-79.35285081039297,Thai Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Sushi Delight,43.67786692853767,-79.35022290744269,Sushi Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Ryus Noodle Bar,43.67708634637724,-79.35889401670757,Ramen Restaurant
Playter Estates-Danforth,43.6797004697,-79.3548872857,Momo Hut And Gardens,43.677491,-79.351516,Tibetan Restaurant
Pleasant View,43.786981759,-79.33494842520001,Aoyama & Sushi Restaurant,43.78714462602838,-79.32894027060964,Japanese Restaurant
Pleasant View,43.786981759,-79.33494842520001,Aoyama Vip Room,43.787178,-79.32917,Japanese Restaurant
Regent Park,43.659992142200004,-79.3605088051,Thai To Go,43.663418,-79.36071,Thai Restaurant
Regent Park,43.659992142200004,-79.3605088051,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
Regent Park,43.659992142200004,-79.3605088051,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
Regent Park,43.659992142200004,-79.3605088051,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
Rockcliffe-Smythe,43.6747904521,-79.4944204513,Royal Noodle Restaurant,43.677105,-79.494943,Vietnamese Restaurant
Rockcliffe-Smythe,43.6747904521,-79.4944204513,Island Breeze,43.67742716216074,-79.49604614685293,Asian Restaurant
Roncesvalles,43.646122994399995,-79.4429924472,the Friendly Thai,43.64590686300198,-79.4488919470859,Thai Restaurant
Roncesvalles,43.646122994399995,-79.4429924472,Kami Sushi,43.64394569923591,-79.44811664710394,Sushi Restaurant
Roncesvalles,43.646122994399995,-79.4429924472,Thai Chef Cuisine,43.64615789315189,-79.44890790507024,Thai Restaurant
Rosedale-Moore Park,43.682820425299994,-79.3796694025,Saigonlotus,43.68128069011653,-79.38240051269531,Japanese Restaurant
Runnymede-Bloor West Village,43.6592688193,-79.485708182,Westwood Grill,43.65996227884925,-79.47975658290109,Asian Restaurant
Runnymede-Bloor West Village,43.6592688193,-79.485708182,Pho VP,43.657403,-79.487836,Vietnamese Restaurant
Runnymede-Bloor West Village,43.6592688193,-79.485708182,Golden Lemon,43.6557,-79.48703,Asian Restaurant
Runnymede-Bloor West Village,43.6592688193,-79.485708182,Sakura Sushi,43.658039699617234,-79.48766556653273,Sushi Restaurant
Runnymede-Bloor West Village,43.6592688193,-79.485708182,JP Sushi,43.66023,-79.479805,Sushi Restaurant
Scarborough Village,43.7386518596,-79.216812619,Desi Taste,43.7423764,-79.2146875,Indian Restaurant
Scarborough Village,43.7386518596,-79.216812619,Join Sushi,43.73882212630303,-79.21743245250525,Sushi Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Shangrila,43.63968830259313,-79.44154153471632,Asian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Himalayan Kitchen,43.640354,-79.43879,Asian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Om Restaurant,43.640337284428895,-79.43781080540346,Indian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Rice & Noodle,43.64028335648371,-79.43835074476583,Chinese Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Tsampa Cafe,43.64,-79.43904624032251,Asian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Daiko,43.640012626880655,-79.44044870793472,Asian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Yummy Food Chinese Food,43.639460192525235,-79.44260269848131,Chinese Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Glory of India,43.64069366455078,-79.43678283691406,North Indian Restaurant
South Parkdale,43.6366995242,-79.43933783119998,Norling,43.640236,-79.438449,Tibetan Restaurant
Steeles,43.812958825900004,-79.3212070061,Pho 88,43.81475710309658,-79.32388108904165,Vietnamese Restaurant
Steeles,43.812958825900004,-79.3212070061,D&R Wings 美華茶餐廳,43.814697995513114,-79.32394552167905,Chinese Restaurant
Steeles,43.812958825900004,-79.3212070061,Crown Jewel Fine Dining 御膳豪庭,43.813114,-79.322914,Chinese Restaurant
Steeles,43.812958825900004,-79.3212070061,Foody Mart Supermarket 豐泰超級市場,43.81516658561428,-79.32287496499589,Supermarket
Steeles,43.812958825900004,-79.3212070061,Jeon Ju Hyang Restaurant,43.814709417425554,-79.32376987233347,Korean Restaurant
Steeles,43.812958825900004,-79.3212070061,Ookinza Fish House,43.815947,-79.322822,Japanese Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Halal Beef Lamb House 中華清真牛羊館,43.780459681945125,-79.29861903190613,Chinese Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Mystik Takeout and Catering,43.780954674738425,-79.29865857714084,Indian Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Meet Noodles 遇见重庆小面,43.780426,-79.2985,Noodle House
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Golden Seven Chinese Cuisine Restaurant,43.77655478621968,-79.30663809245308,Chinese Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,Spicy Noodle Restaurant 生生粥粉面小炒,43.77832170379511,-79.30859709673311,Chinese Restaurant
Tam O'Shanter-Sullivan,43.7801298547,-79.3029187122,面對面,43.778195,-79.308425,Szechuan Restaurant
The Beaches,43.671049993100006,-79.2996013043,Yumei Sushi,43.67110753520725,-79.29506363969708,Japanese Restaurant
The Beaches,43.671049993100006,-79.2996013043,Green Basil,43.67120043400348,-79.29471710812898,Thai Restaurant
The Beaches,43.671049993100006,-79.2996013043,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant
The Beaches,43.671049993100006,-79.2996013043,Aki Da Japanese Seafood House,43.669050975420376,-79.30449946579239,Japanese Restaurant
The Beaches,43.671049993100006,-79.2996013043,Honey Bee Restaurant,43.670409,-79.298406,Chinese Restaurant
The Beaches,43.671049993100006,-79.2996013043,The Thai Grill,43.669585,-79.302048,Thai Restaurant
The Beaches,43.671049993100006,-79.2996013043,Thai House Cuisine,43.670899044808316,-79.29607532296733,Thai Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Rajdhani Sweets & Restaurant,43.738409332720884,-79.56624585320077,Indian Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Madras Dosa Hut,43.7371563782527,-79.56645986088876,Indian Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Brar Pakwan,43.73808211197717,-79.56603733231371,Indian Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Bengali Sweets And Restaurant,43.73856432870327,-79.56549956603676,Indian Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Golden Joy,43.73500660231336,-79.55961685263955,Asian Restaurant
Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Lemongrass,43.734485082983205,-79.55998453338229,Thai Restaurant
Thorncliffe Park,43.707749211899994,-79.3499836075,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,Indian Restaurant
Thorncliffe Park,43.707749211899994,-79.3499836075,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
Thorncliffe Park,43.707749211899994,-79.3499836075,Original Barrio Fiesta,43.706002599734134,-79.34727349331206,Filipino Restaurant
Thorncliffe Park,43.707749211899994,-79.3499836075,Haandi,43.704666,-79.349506,Indian Restaurant
Thorncliffe Park,43.707749211899994,-79.3499836075,Famous Wok,43.70579722868971,-79.34570584391139,Chinese Restaurant
Trinity-Bellwoods,43.6501763,-79.4153421634,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
Trinity-Bellwoods,43.6501763,-79.4153421634,Bazara,43.64853491212856,-79.4205209529485,Japanese Restaurant
Trinity-Bellwoods,43.6501763,-79.4153421634,Cafe 668,43.6511022937768,-79.41165356427142,Asian Restaurant
Trinity-Bellwoods,43.6501763,-79.4153421634,Favourites,43.647352,-79.419781,Thai Restaurant
University,43.6625062026,-79.401179748,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
University,43.6625062026,-79.401179748,Akai Sushi,43.66246971191281,-79.40494572728848,Sushi Restaurant
University,43.6625062026,-79.401179748,River Tai Restaurant,43.66290213,-79.403167,Chinese Restaurant
University,43.6625062026,-79.401179748,Magic Noodle,43.66272766027783,-79.4036022699349,Noodle House
University,43.6625062026,-79.401179748,Varsity Deli,43.664331453624065,-79.4005005807838,Korean Restaurant
University,43.6625062026,-79.401179748,Kee's Fine Foods,43.66319065887404,-79.39808398885582,Chinese Restaurant
University,43.6625062026,-79.401179748,Wonder Chicken,43.66390327128414,-79.40308104747957,Comfort Food Restaurant
West Humber-Clairville,43.7161804033,-79.59635645350001,Mandarin Buffet,43.7203596,-79.5943875,Chinese Restaurant
Weston,43.702716046300004,-79.5157225505,Peter Anan Thai Restaurant,43.70172,-79.521411,Thai Restaurant
Weston-Pellam Park,43.67396203770001,-79.4602439114,Pho Xua,43.674056,-79.461112,Vietnamese Restaurant
Weston-Pellam Park,43.67396203770001,-79.4602439114,Cùu Long Miên Tây,43.674141834496375,-79.46051957889887,Vietnamese Restaurant
Weston-Pellam Park,43.67396203770001,-79.4602439114,Danang Vietnamese Restaurant,43.674256,-79.460389,Vietnamese Restaurant
Weston-Pellam Park,43.67396203770001,-79.4602439114,Bánh Cuôn Phò Gà,43.674076,-79.460987,Vietnamese Restaurant
Weston-Pellam Park,43.67396203770001,-79.4602439114,huong viet,43.674237,-79.460614,Vietnamese Restaurant
Wexford/Maryvale,43.7485721411,-79.2986365699,Pho Metro,43.74536458313563,-79.29446212828603,Vietnamese Restaurant
Wexford/Maryvale,43.7485721411,-79.2986365699,Makkalchon Korean Restaurant 맛깔촌,43.74494499908732,-79.2964935606234,Korean Restaurant
Wexford/Maryvale,43.7485721411,-79.2986365699,Banh Mi Metro,43.74583,-79.295309,Vietnamese Restaurant
Wexford/Maryvale,43.7485721411,-79.2986365699,Saucy Plate,43.74506,-79.29836,Filipino Restaurant
Willowdale East,43.7706022616,-79.40148378960002,The Dumpling Shop 新記上海點心,43.76753,-79.401306,Dumpling Restaurant
Woburn,43.766740239300006,-79.2285857671,Govardhan Thal,43.767495947512856,-79.22847558069367,Indian Restaurant
Woburn,43.766740239300006,-79.2285857671,Bombay Palace,43.767057,-79.227682,Indian Restaurant
Woburn,43.766740239300006,-79.2285857671,Mirchi Dhaba,43.767371,-79.228316,South Indian Restaurant
Woodbine Corridor,43.6767729247,-79.3154073786,Sidhartha Indian Resturaunt,43.672694931669405,-79.3163391632684,Indian Restaurant
Woodbine-Lumsden,43.694106742399995,-79.3111635266,Hakka Fire,43.69303,-79.315832,Hakka Restaurant
Agincourt North,43.8054405769,-79.266712166,Congee Town 太皇名粥,43.80903482487377,-79.26763433869755,Chinese Restaurant
Agincourt North,43.8054405769,-79.266712166,Xe Lua Vietnamese Cuisine 火車頭,43.809224039056005,-79.26954724166934,Vietnamese Restaurant
Agincourt North,43.8054405769,-79.266712166,Kin Kin Bubble Tea Co,43.807851553703514,-79.27029551638599,Chinese Restaurant
Agincourt North,43.8054405769,-79.266712166,Casa Deluz 豪門宴,43.80895542975194,-79.26811265646485,Dim Sum Restaurant
Agincourt North,43.8054405769,-79.266712166,Bento Box,43.809247850827546,-79.26902935359769,Japanese Restaurant
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Asian Legend 味香村,43.78806782493317,-79.26676821861626,Chinese Restaurant
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Wonton Chai Noodle 雲吞仔,43.78772222037297,-79.26955187711835,Noodle House
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Congee Me 小米粥鋪,43.787391662597656,-79.26838684082031,Chinese Restaurant
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Gourmet Malaysia 膳園,43.7881184598393,-79.26667771236072,Malay Restaurant
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Yummy Cantonese Restaurant 老西関腸粉,43.787567846730724,-79.26958536632105,Cantonese Restaurant
Agincourt South-Malvern West,43.788657551099995,-79.2656117966,Shanghai Dim Sum,43.78703615843197,-79.26938030256589,Chinese Restaurant
